Tag Number,Site,Plot,Species,Surv1,Surv2,Surv3,Surv4,Repr1,Repr2,Repr3,Repr4,Notes,Date:,Date:,Date:,Date:,
1333,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1334,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1335,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,all brown stalks,4/10/2024,5/29,8/7/2024,10/22/2024,
1336,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1337,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1338,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1339,05_01,2,Andropogon glomeratus,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1340,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1341,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1342,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1343,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1344,05_01,2,Andropogon glomeratus,1,1,0,1,N,N,N,N,all brown stalks,4/10/2024,5/29,8/7/2024,10/22/2024,
1345,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1346,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1347,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1348,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1349,05_01,2,Andropogon glomeratus,0,0,0,0,N,N,N,N,dead,4/10/2024,5/29,8/7/2024,10/22/2024,
1350,05_01,2,Andropogon glomeratus,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1351,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1352,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1353,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1354,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1355,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1356,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1357,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
1358,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
1359,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1360,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1361,05_01,2,Balduina uniflora,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1362,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1363,05_01,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1364,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1365,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1366,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1367,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1368,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1369,05_01,2,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1370,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1371,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1372,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1373,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
1374,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1375,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1376,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1377,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1378,05_01,2,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1379,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1380,05_01,2,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1381,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1382,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1383,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1384,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1385,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1386,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1387,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1388,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1389,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1390,05_01,2,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1391,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1392,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1393,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1394,05_01,2,Balduina uniflora,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1395,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1396,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1397,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1398,05_01,2,Balduina uniflora,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1399,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1400,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1401,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1402,05_01,2,Balduina uniflora,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1403,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1404,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1405,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1406,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1407,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1408,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1409,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1410,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1411,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1412,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1413,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1414,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1415,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1416,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1417,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1418,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1419,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1420,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1421,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1422,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1423,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1424,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1425,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1426,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,tiny,4/10/2024,5/29,8/7/2024,10/22/2024,
1427,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1428,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,almost dead,4/10/2024,5/29,8/7/2024,10/22/2024,
1429,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1430,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1431,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1432,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1433,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1434,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1435,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1436,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1437,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1438,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1439,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1440,05_01,2,Balduina uniflora,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1441,05_01,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1442,05_01,3,Oxypolis rigidior,1,0,0,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1443,05_01,3,Oxypolis rigidior,1,0,1,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1444,05_01,3,Oxypolis rigidior,1,1,0,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1445,05_01,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1446,05_01,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1447,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1448,05_01,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1449,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1450,05_01,3,Oxypolis rigidior,1,1,1,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1451,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1452,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1453,05_01,3,Oxypolis rigidior,1,1,1,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1454,05_01,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1455,05_01,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,"maybe a resprout, very tiny",4/10/2024,5/29,8/7/2024,10/22/2024,
1456,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1457,05_01,3,Oxypolis rigidior,1,1,1,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1458,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1459,05_01,3,Oxypolis rigidior,0,1,0,0,N,N,N,N,gone,4/10/2024,5/29,8/7/2024,10/22/2024,
1460,05_01,3,Oxypolis rigidior,1,1,0,1,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1461,05_01,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1462,05_01,3,Oxypolis rigidior,1,0,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1463,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1464,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1465,05_01,3,Oxypolis rigidior,1,1,1,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1466,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1467,05_01,3,Oxypolis rigidior,1,1,0,0,N,N,N,N,resprout,4/10/2024,5/29,8/7/2024,10/22/2024,
1468,05_01,3,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1469,05_01,3,Rhynchospora latifolia,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1470,05_01,3,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1471,05_01,3,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1472,05_01,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1473,05_01,3,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1474,05_01,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1475,05_01,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1476,05_01,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1477,05_01,3,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1478,05_01,3,Rhynchospora latifolia,1,0,0,0,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
1479,05_01,3,Rhynchospora latifolia,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1480,05_01,3,Rhynchospora latifolia,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1481,05_01,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1482,05_01,3,Rhynchospora latifolia,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1483,05_01,3,Rhynchospora latifolia,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1484,05_01,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1485,05_01,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1486,05_01,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1487,05_01,3,Anthaenantia villosa,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1488,05_01,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1489,05_01,3,Anthaenantia villosa,1,1,0,0,N,N,N,N,barely alive,4/10/2024,5/29,8/7/2024,10/22/2024,
1490,05_01,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1491,05_01,3,Anthaenantia villosa,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1492,05_01,3,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1493,05_01,3,Anthaenantia villosa,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1494,05_01,3,Anthaenantia villosa,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1495,05_01,3,Anthaenantia villosa,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1496,05_01,3,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1497,05_01,3,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1498,05_01,3,Anthaenantia villosa,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1499,05_01,3,Anthaenantia villosa,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1500,05_01,3,Anthaenantia villosa,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1501,05_01,3,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1502,05_01,3,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1503,05_01,3,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1504,05_01,3,Liatris spicata,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1505,05_01,3,Liatris spicata,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1506,05_01,3,Liatris spicata,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1507,05_01,3,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1508,05_01,3,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1509,05_01,3,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1510,05_01,3,Liatris spicata,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1511,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1512,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1513,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1514,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1515,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1516,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1517,05_01,3,Andropogon glomeratus,1,0,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1518,05_01,3,Andropogon glomeratus,1,1,0,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1519,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1520,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1521,05_01,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,brown,4/10/2024,5/29,8/7/2024,10/22/2024,
1522,05_01,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1523,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1524,05_01,3,Andropogon glomeratus,0,0,1,0,N,N,N,N,"looks dead, soil sunken in",4/10/2024,5/29,8/7/2024,10/22/2024,
1525,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1526,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1527,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1528,05_01,3,Andropogon glomeratus,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1529,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1530,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1531,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1532,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1533,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,"all brown, withered",4/10/2024,5/29,8/7/2024,10/22/2024,
1534,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1535,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1536,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1537,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1538,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1539,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1540,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1541,05_01,3,Andropogon glomeratus,1,0,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1542,05_01,3,Andropogon glomeratus,1,1,1,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1543,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1544,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1545,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1546,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1547,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1548,05_01,3,Andropogon glomeratus,1,1,0,0,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1549,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1550,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,Y,10/23: flowering,4/10/2024,5/29,8/7/2024,10/22/2024,
1551,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
1552,05_01,3,Andropogon glomeratus,1,1,1,1,N,N,N,N,,4/10/2024,5/29,8/7/2024,10/22/2024,
